osmid,country,region,subregion,city,cityAdministrativeRegion,countryBy,regionBy,subregionBy,cityBy,cityAdministrativeRegionBy,countryRu,regionRu,subregionRu,cityRu,cityAdministrativeRegionRu,geojson
r59249,Belarus,,,Minsk,Centralny raion,Беларусь,,,Мінск,Цэнтральны раён,Беларусь,,,Минск,Центральный район,"{""coordinates"":[[[27.4309454,53.9458043],[27.431342,53.9461085],[27.4333254,53.9453586],[27.4344673,53.9451817],[27.4358977,53.9453656],[27.4380373,53.9459174],[27.4387104,53.9462287],[27.4403812,53.9472757],[27.4419655,53.9484727],[27.4422251,53.9490754],[27.4420808,53.9495932],[27.4418362,53.950094],[27.4417097,53.9503848],[27.441288,53.9506731],[27.4400325,53.9509947],[27.4400768,53.9513294],[27.4420413,53.9513467],[27.4434149,53.951338],[27.4440279,53.9513598],[27.4444119,53.9514641],[27.4449732,53.951777],[27.4452686,53.952029],[27.4458151,53.9521681],[27.4471444,53.9523941],[27.4478017,53.9527592],[27.4486362,53.9534284],[27.4495889,53.9543236],[27.4537025,53.9572873],[27.4575228,53.9602905],[27.4587985,53.9612133],[27.4604197,53.9622612],[27.4621472,53.9631683],[27.4644859,53.9642162],[27.4671037,53.9650764],[27.4690306,53.9656786],[27.4692298,53.9660609],[27.4700141,53.9662098],[27.4705853,53.9660852],[27.4730304,53.966484],[27.4762993,53.9670314],[27.4793157,53.9673208],[27.4821595,53.9674928],[27.4857473,53.9676727],[27.4901325,53.9678603],[27.4943449,53.9680011],[27.4994609,53.9682201],[27.5044949,53.9684314],[27.5074658,53.9692638],[27.5109322,53.9691836],[27.5134262,53.9686636],[27.5144331,53.9686718],[27.5232379,53.9691231],[27.5299035,53.9694176],[27.5302835,53.9697497],[27.5309666,53.9699144],[27.5341022,53.9701648],[27.537124,53.9702673],[27.5387703,53.970366],[27.5388392,53.9697431],[27.5452671,53.9700132],[27.5531923,53.970395],[27.5586958,53.9706652],[27.558833,53.9678641],[27.5575936,53.9624497],[27.5534987,53.9487168],[27.5675492,53.9479389],[27.5659699,53.9418365],[27.5656008,53.929255],[27.5655831,53.9285935],[27.5652929,53.9280534],[27.5596746,53.9231641],[27.557737,53.9195673],[27.5566727,53.917606],[27.5716931,53.9160743],[27.573626,53.915416],[27.5746187,53.9141248],[27.5768017,53.9111593],[27.5776772,53.9108155],[27.5749355,53.9086053],[27.5663157,53.9042278],[27.5538049,53.8979551],[27.5513673,53.9005293],[27.5485864,53.9018795],[27.5408807,53.9051603],[27.5363716,53.9056682],[27.533865,53.9059542],[27.5335413,53.9059892],[27.5335519,53.9065002],[27.5334778,53.9068494],[27.5333534,53.9070817],[27.5331008,53.9073106],[27.5327848,53.9074799],[27.5322966,53.9076853],[27.5315461,53.9079802],[27.5296412,53.9087186],[27.5244501,53.9094412],[27.5231111,53.9105383],[27.5202358,53.914962],[27.5127256,53.9207751],[27.5060137,53.9258699],[27.5028551,53.9272749],[27.4980915,53.9282856],[27.4965291,53.9284287],[27.4954919,53.9285237],[27.4940476,53.928656],[27.4928126,53.9287691],[27.4739079,53.9305006],[27.4661445,53.9311043],[27.4619708,53.9314288],[27.4498632,53.9339201],[27.4490943,53.9341587],[27.4463785,53.9350014],[27.4440868,53.9362545],[27.4410656,53.9385282],[27.4373749,53.9412817],[27.4349716,53.9430347],[27.4351604,53.9434035],[27.4344192,53.9438375],[27.4326883,53.944637],[27.4309454,53.9458043]]],""type"":""Polygon""}"
r59246,Belarus,,,Minsk,Frunzienski paion,Беларусь,,,Мінск,Фрунзенскі раён,Беларусь,,,Минск,Фрунзенский район,"{""coordinates"":[[[27.3744901,53.871729],[27.3748935,53.8717543],[27.3789275,53.8717644],[27.3855107,53.8739404],[27.3866952,53.8761162],[27.3945403,53.8759604],[27.3966,53.8750144],[27.3994754,53.8749625],[27.3994067,53.8817426],[27.4046252,53.8817982],[27.4050286,53.8806346],[27.4080413,53.8806194],[27.4079272,53.883301],[27.411526,53.8832856],[27.4117073,53.8781402],[27.4138101,53.8785551],[27.4146169,53.8791572],[27.4163593,53.8812873],[27.4164451,53.8817173],[27.4142221,53.8861744],[27.411617,53.8912623],[27.4101751,53.8909505],[27.4122554,53.8867479],[27.4108183,53.8859584],[27.4033864,53.885929],[27.4033306,53.8867552],[27.4025592,53.8867435],[27.4025275,53.8874198],[27.4007262,53.8882993],[27.3998035,53.8885614],[27.3992333,53.8890537],[27.3994017,53.8896629],[27.3996801,53.8903202],[27.4006945,53.8902961],[27.4011054,53.8907884],[27.400761,53.8918111],[27.4006763,53.8922429],[27.4010336,53.8929681],[27.4015121,53.8939126],[27.4014075,53.895008],[27.4001897,53.8959253],[27.3999387,53.896726],[27.3998153,53.897929],[27.3994655,53.8989373],[27.3998228,53.9010619],[27.3986727,53.901909],[27.3991705,53.9021504],[27.3998142,53.90222],[27.4008088,53.9020853],[27.4011028,53.9017446],[27.401077,53.8999007],[27.4004172,53.8977343],[27.4007208,53.8969827],[27.4014704,53.8966062],[27.4018098,53.8957429],[27.4026745,53.894854],[27.4027904,53.8940783],[27.4015416,53.8920014],[27.4021939,53.8908241],[27.401754,53.890336],[27.4047774,53.8903992],[27.4103735,53.8912085],[27.4113745,53.8916321],[27.4109963,53.8924809],[27.4095035,53.895383],[27.4081491,53.8982487],[27.4072411,53.900815],[27.4070379,53.9016176],[27.4068722,53.9017323],[27.4065315,53.9018006],[27.4065584,53.9019444],[27.4068497,53.9019829],[27.4069607,53.9021084],[27.4068409,53.9034536],[27.4069641,53.9050585],[27.4073181,53.9067811],[27.4075552,53.907391],[27.4078721,53.907996],[27.4080535,53.9083772],[27.4082803,53.9090893],[27.4081337,53.9094738],[27.4072103,53.9100631],[27.4056734,53.9108],[27.4043098,53.9111559],[27.4028702,53.9112507],[27.4028241,53.9116949],[27.4043586,53.9118127],[27.4081491,53.9125833],[27.409565,53.9129006],[27.4101653,53.9132813],[27.4112118,53.9152393],[27.4115244,53.915875],[27.4126739,53.9182124],[27.4145823,53.921856],[27.4172201,53.9256395],[27.4198847,53.9292554],[27.4226184,53.9324793],[27.4244645,53.9343171],[27.4270874,53.9368784],[27.4286455,53.9381885],[27.4293463,53.9387778],[27.4306383,53.9397371],[27.4319636,53.940754],[27.4339885,53.9422646],[27.4349716,53.9430347],[27.4373749,53.9412817],[27.4410656,53.9385282],[27.4440868,53.9362545],[27.4463785,53.9350014],[27.4490943,53.9341587],[27.4498632,53.9339201],[27.4619708,53.9314288],[27.4661445,53.9311043],[27.4739079,53.9305006],[27.4928126,53.9287691],[27.4940476,53.928656],[27.4954919,53.9285237],[27.4965291,53.9284287],[27.4980915,53.9282856],[27.5028551,53.9272749],[27.5060137,53.9258699],[27.5127256,53.9207751],[27.5202358,53.914962],[27.5231111,53.9105383],[27.5244501,53.9094412],[27.5296412,53.9087186],[27.5315461,53.9079802],[27.5322966,53.9076853],[27.5327848,53.9074799],[27.5331008,53.9073106],[27.5333534,53.9070817],[27.5334778,53.9068494],[27.5335519,53.9065002],[27.5335413,53.9059892],[27.5250514,53.9068198],[27.5264018,53.9043595],[27.5226732,53.9032378],[27.5214946,53.9029034],[27.5208447,53.9026666],[27.5202773,53.9023879],[27.5195196,53.9019616],[27.5182795,53.9013767],[27.5165199,53.900688],[27.5157983,53.9005062],[27.5099546,53.8992522],[27.5043418,53.8970692],[27.4979064,53.8948388],[27.4991403,53.8930876],[27.499833,53.8917426],[27.5009617,53.8893333],[27.5003496,53.8865006],[27.4986158,53.8860959],[27.495483,53.8860808],[27.4922386,53.8869762],[27.4910799,53.8872797],[27.4899641,53.8872089],[27.4859043,53.8860808],[27.4797073,53.885069],[27.473373,53.8846896],[27.4687062,53.8761698],[27.4657769,53.8745004],[27.4608074,53.8743579],[27.4585157,53.8738367],[27.4588933,53.8708257],[27.4485679,53.8701678],[27.4482761,53.8717518],[27.4444995,53.8714684],[27.4430147,53.873189],[27.4401222,53.8735078],[27.4389892,53.8757342],[27.4351697,53.8761137],[27.4346548,53.8770245],[27.4343715,53.8776317],[27.4359508,53.8776722],[27.434114,53.8780618],[27.4285865,53.8773433],[27.426827,53.8773332],[27.4263893,53.8777936],[27.4230419,53.8768424],[27.4221664,53.8767361],[27.4210351,53.8767592],[27.4186449,53.8761387],[27.4217699,53.8705938],[27.4220376,53.8701187],[27.4142785,53.8695772],[27.4103357,53.8695484],[27.410427,53.8684581],[27.409934,53.868164],[27.3967491,53.867902],[27.3968438,53.8643591],[27.3986437,53.8643708],[27.3993181,53.8644767],[27.3991607,53.8613232],[27.394318,53.8614498],[27.387671,53.8638226],[27.3825812,53.866242],[27.3744901,53.871729]],[[27.4066833,53.8716134],[27.4194989,53.8716687],[27.4195365,53.8726485],[27.4172456,53.8769881],[27.4168138,53.8771652],[27.4154899,53.8772039],[27.4126733,53.8768884],[27.4126733,53.8741541],[27.4067021,53.8741818],[27.4066833,53.8716134]]],""type"":""Polygon""}"
r59199,Belarus,,,Minsk,Kastryčnicki raion,Беларусь,,,Мінск,Кастрычніцкі раён,Беларусь,,,Минск,Октябрьский район,"{""coordinates"":[[[[27.4819023,53.840807],[27.4835607,53.8422071],[27.4841876,53.8424289],[27.4856296,53.8431328],[27.4904876,53.8449457],[27.4905949,53.8449928],[27.4925647,53.8458572],[27.4940324,53.8468598],[27.4961181,53.8492801],[27.4972425,53.8503484],[27.4980064,53.8509104],[27.4999633,53.8520648],[27.5012679,53.8526672],[27.5025296,53.8533608],[27.5038171,53.8542974],[27.5054651,53.8555327],[27.5093189,53.8594458],[27.5106578,53.8609138],[27.5117908,53.8624121],[27.5128379,53.8637736],[27.5141254,53.8650491],[27.5156274,53.8665523],[27.5170951,53.8680352],[27.5188203,53.8698116],[27.5206485,53.8717953],[27.5208802,53.872185],[27.5211292,53.872853],[27.521421,53.8744875],[27.52173,53.8755653],[27.5224853,53.8764103],[27.5242448,53.8782521],[27.5259357,53.8794462],[27.529017,53.8815711],[27.5298925,53.8820771],[27.5333343,53.8832103],[27.5356345,53.8838933],[27.5370078,53.884293],[27.5376516,53.8859017],[27.5382095,53.8871917],[27.5392738,53.8890684],[27.5399947,53.8902925],[27.5407199,53.8908032],[27.5436423,53.8927152],[27.5477836,53.8918012],[27.548698,53.8919213],[27.5513073,53.8955467],[27.5518014,53.8951905],[27.5526382,53.8944963],[27.5620202,53.8889977],[27.5622347,53.8875055],[27.5634364,53.8851531],[27.5634793,53.8834837],[27.5616339,53.872428],[27.5611878,53.8698998],[27.5601575,53.8648985],[27.5584582,53.8590916],[27.5556237,53.847608],[27.5559032,53.8460806],[27.5567161,53.8441525],[27.5597301,53.8395243],[27.5604343,53.8384405],[27.5639929,53.8327392],[27.5630167,53.8327711],[27.5562361,53.8326647],[27.5538414,53.8328217],[27.5519079,53.8330654],[27.5390449,53.8345585],[27.5362243,53.8345629],[27.5342309,53.8335733],[27.5337352,53.8332238],[27.5336526,53.8330086],[27.5331065,53.833025],[27.5330529,53.8332162],[27.5296113,53.8356012],[27.5069496,53.8381197],[27.5031634,53.8378088],[27.5015387,53.8379826],[27.4991264,53.8389373],[27.4928399,53.8395029],[27.4924101,53.839684],[27.4828582,53.8405663],[27.482268,53.8406292],[27.482387,53.8407504],[27.4819023,53.840807]]],[[[27.569903,53.8241215],[27.571246,53.8241225],[27.5718773,53.8240923],[27.5730867,53.8242279],[27.5743163,53.8240086],[27.5778843,53.8238058],[27.5784754,53.8239798],[27.5790033,53.8241458],[27.5797661,53.824167],[27.5787007,53.8258302],[27.5796146,53.8260626],[27.5800188,53.8254553],[27.5799263,53.8251368],[27.5805439,53.824265],[27.5811056,53.8249044],[27.5830131,53.8252491],[27.5886491,53.825963],[27.5918564,53.8250913],[27.5927009,53.823897],[27.5916048,53.8166146],[27.5930908,53.8156227],[27.5958435,53.8125186],[27.5958142,53.811697],[27.5967269,53.810812],[27.5986682,53.8089631],[27.600444,53.8080841],[27.5993831,53.8062937],[27.59902,53.8061978],[27.5982176,53.806125],[27.5990869,53.8056787],[27.5987962,53.8052137],[27.5972349,53.8048735],[27.5987927,53.802324],[27.5993956,53.8013037],[27.5935288,53.7999425],[27.5942082,53.7989049],[27.5979323,53.7998162],[27.5980614,53.7992538],[27.5944042,53.7983277],[27.5963272,53.7952866],[27.5900104,53.7938902],[27.5879939,53.7968795],[27.5885434,53.7981157],[27.5881958,53.7988777],[27.5900309,53.7992991],[27.5931024,53.800016],[27.5908338,53.803701],[27.587316,53.802919],[27.5872443,53.8023811],[27.586944,53.8023281],[27.5869297,53.8020577],[27.5868224,53.8012806],[27.5865382,53.8007078],[27.5864032,53.8004778],[27.5862672,53.800445],[27.5861187,53.8006572],[27.5854864,53.8010654],[27.5851241,53.8015537],[27.585002,53.8016343],[27.5849589,53.8016729],[27.5817534,53.8067875],[27.580791,53.8069866],[27.5761693,53.8140244],[27.5745135,53.8169995],[27.5729855,53.8166684],[27.5715637,53.8164752],[27.5711957,53.8163938],[27.5710228,53.8163555],[27.5707194,53.8168328],[27.5710354,53.8173324],[27.5724517,53.8177167],[27.5745665,53.8180614],[27.5736119,53.8196167],[27.5725974,53.8212519],[27.5718565,53.8221878],[27.5707767,53.822921],[27.569903,53.8241215]]],[[[27.8806487,53.8732614],[27.8807838,53.8736821],[27.8821479,53.8751108],[27.8828566,53.8755422],[27.8837025,53.8757893],[27.8857561,53.875934],[27.8869774,53.8760304],[27.8882492,53.8763545],[27.8906741,53.8769517],[27.8894455,53.8778857],[27.8888851,53.8801347],[27.8889342,53.8820646],[27.890273,53.8827637],[27.890571,53.8844341],[27.894433,53.8868061],[27.8958457,53.8875519],[27.8962115,53.8869051],[27.9008921,53.887551],[27.9011754,53.8826615],[27.8994956,53.8815219],[27.90008,53.8813713],[27.9007521,53.8810007],[27.9020333,53.8810284],[27.9030161,53.8810893],[27.9110709,53.8802081],[27.9140024,53.8740815],[27.9134016,53.8732212],[27.9109125,53.8723863],[27.9083805,53.8723103],[27.9083805,53.8728164],[27.9064064,53.8730188],[27.9059772,53.8702608],[27.9007992,53.8699722],[27.8998435,53.8716692],[27.8983434,53.871782],[27.8967104,53.8714676],[27.8969171,53.870766],[27.897032,53.8697162],[27.8967571,53.8696112],[27.8958959,53.8696966],[27.8958883,53.8695303],[27.8907918,53.8699855],[27.889978,53.8700055],[27.8899898,53.8701819],[27.8863013,53.8696382],[27.8806487,53.8732614]]],[[[28.0000516,53.9012284],[28.0031188,53.9028035],[28.0130962,53.8981243],[28.0168924,53.8980448],[28.0254815,53.9014737],[28.0313294,53.904274],[28.0047305,53.9227669],[28.0115969,53.9260925],[28.058027,53.8949688],[28.0521305,53.8915572],[28.076884,53.8755173],[28.0713091,53.872548],[28.0603539,53.8662373],[28.0629151,53.8645001],[28.0565344,53.8612366],[28.0242793,53.8827513],[28.0242907,53.8828631],[28.0216042,53.8813786],[28.0169611,53.8841051],[28.0201261,53.8858334],[28.0160928,53.8887526],[28.0153548,53.8892722],[28.0142925,53.8900545],[28.0138753,53.8898213],[28.0128329,53.8904925],[28.0132325,53.8907471],[28.0119103,53.8918345],[28.0099578,53.8923621],[28.0012515,53.8980231],[28.0000516,53.9012284]]]],""type"":""MultiPolygon""}"
r59202,Belarus,,,Minsk,Leninski raion,Беларусь,,,Мінск,Ленінскі раён,Беларусь,,,Минск,Ленинский район,"{""coordinates"":[[[27.550322,53.8962181],[27.5538049,53.8979551],[27.5663157,53.9042278],[27.5679103,53.9030477],[27.5694037,53.9015003],[27.5720645,53.8991639],[27.5721272,53.8992032],[27.5723539,53.8993164],[27.5727511,53.8995179],[27.5744334,53.8987897],[27.5772058,53.8970348],[27.5800382,53.895214],[27.583303,53.8923753],[27.5846421,53.8914054],[27.5849784,53.8915952],[27.5853672,53.8917858],[27.5854454,53.8917212],[27.5855148,53.8916684],[27.5865555,53.8909603],[27.5891093,53.8921952],[27.590355,53.8927863],[27.5939856,53.893545],[27.597436,53.8934792],[27.5999353,53.8931829],[27.60038,53.8931302],[27.600217,53.8917848],[27.6002796,53.8845376],[27.6002804,53.8842919],[27.6006581,53.8832851],[27.6005519,53.8809126],[27.6004835,53.8791732],[27.6045961,53.875943],[27.6082456,53.8739029],[27.610829,53.8719612],[27.6123053,53.8702103],[27.6132446,53.869926],[27.6145111,53.8693955],[27.615052,53.8684881],[27.6165111,53.8681946],[27.6173693,53.8669055],[27.6186483,53.8655375],[27.6196476,53.8646903],[27.6192319,53.8636648],[27.6180303,53.8617312],[27.620631,53.858122],[27.6235835,53.8559199],[27.6265018,53.8544619],[27.6272255,53.8536573],[27.6241672,53.8508066],[27.6192319,53.8449229],[27.6081199,53.8427875],[27.6016291,53.8385794],[27.601524,53.8366002],[27.6011515,53.8357449],[27.6008725,53.8355843],[27.6006956,53.8352134],[27.6007106,53.8330432],[27.5976646,53.8330275],[27.5915801,53.8329448],[27.5867366,53.8329212],[27.5796115,53.8328622],[27.5783105,53.8327677],[27.5760196,53.8323347],[27.5766019,53.8307638],[27.5777248,53.8289001],[27.5796146,53.8260626],[27.5787007,53.8258302],[27.5751796,53.832349],[27.5745009,53.8323811],[27.5703475,53.8327175],[27.5659498,53.8327335],[27.5639929,53.8327392],[27.5604343,53.8384405],[27.5597301,53.8395243],[27.5567161,53.8441525],[27.5559032,53.8460806],[27.5556237,53.847608],[27.5584582,53.8590916],[27.5601575,53.8648985],[27.5611878,53.8698998],[27.5616339,53.872428],[27.5634793,53.8834837],[27.5634364,53.8851531],[27.5622347,53.8875055],[27.5620202,53.8889977],[27.5526382,53.8944963],[27.5518014,53.8951905],[27.5513073,53.8955467],[27.550322,53.8962181]]],""type"":""Polygon""}"
r59208,Belarus,,,Minsk,Maskoŭski raion,Беларусь,,,Мінск,Маскоўскі раён,Беларусь,,,Минск,Московский район,"{""coordinates"":[[[27.4186449,53.8761387],[27.4210351,53.8767592],[27.4221664,53.8767361],[27.4230419,53.8768424],[27.4263893,53.8777936],[27.426827,53.8773332],[27.4285865,53.8773433],[27.434114,53.8780618],[27.4359508,53.8776722],[27.4343715,53.8776317],[27.4346548,53.8770245],[27.4351697,53.8761137],[27.4389892,53.8757342],[27.4401222,53.8735078],[27.4430147,53.873189],[27.4444995,53.8714684],[27.4482761,53.8717518],[27.4485679,53.8701678],[27.4588933,53.8708257],[27.4585157,53.8738367],[27.4608074,53.8743579],[27.4657769,53.8745004],[27.4687062,53.8761698],[27.473373,53.8846896],[27.4797073,53.885069],[27.4859043,53.8860808],[27.4899641,53.8872089],[27.4910799,53.8872797],[27.4922386,53.8869762],[27.495483,53.8860808],[27.4986158,53.8860959],[27.5003496,53.8865006],[27.5009617,53.8893333],[27.499833,53.8917426],[27.4991403,53.8930876],[27.4979064,53.8948388],[27.5043418,53.8970692],[27.5099546,53.8992522],[27.5157983,53.9005062],[27.5165199,53.900688],[27.5182795,53.9013767],[27.5195196,53.9019616],[27.5202773,53.9023879],[27.5208447,53.9026666],[27.5214946,53.9029034],[27.5226732,53.9032378],[27.5264018,53.9043595],[27.5250514,53.9068198],[27.5335413,53.9059892],[27.533865,53.9059542],[27.5363716,53.9056682],[27.5408807,53.9051603],[27.5485864,53.9018795],[27.5513673,53.9005293],[27.5538049,53.8979551],[27.550322,53.8962181],[27.5513073,53.8955467],[27.548698,53.8919213],[27.5477836,53.8918012],[27.5436423,53.8927152],[27.5407199,53.8908032],[27.5399947,53.8902925],[27.5392738,53.8890684],[27.5382095,53.8871917],[27.5376516,53.8859017],[27.5370078,53.884293],[27.5356345,53.8838933],[27.5333343,53.8832103],[27.5298925,53.8820771],[27.529017,53.8815711],[27.5259357,53.8794462],[27.5242448,53.8782521],[27.5224853,53.8764103],[27.52173,53.8755653],[27.521421,53.8744875],[27.5211292,53.872853],[27.5208802,53.872185],[27.5206485,53.8717953],[27.5188203,53.8698116],[27.5170951,53.8680352],[27.5156274,53.8665523],[27.5141254,53.8650491],[27.5128379,53.8637736],[27.5117908,53.8624121],[27.5106578,53.8609138],[27.5093189,53.8594458],[27.5054651,53.8555327],[27.5038171,53.8542974],[27.5025296,53.8533608],[27.5012679,53.8526672],[27.4999633,53.8520648],[27.4980064,53.8509104],[27.4972425,53.8503484],[27.4961181,53.8492801],[27.4940324,53.8468598],[27.4925647,53.8458572],[27.4905949,53.8449928],[27.4904876,53.8449457],[27.4856296,53.8431328],[27.4841876,53.8424289],[27.4835607,53.8422071],[27.4819023,53.840807],[27.4818374,53.8406859],[27.4815893,53.8404265],[27.4803407,53.8405432],[27.4801747,53.8396867],[27.4796743,53.8390715],[27.4790808,53.8381546],[27.4787595,53.8377687],[27.4787593,53.8377365],[27.4781047,53.8368672],[27.4782001,53.8367948],[27.4779983,53.8362682],[27.4778044,53.8362423],[27.4762947,53.8367296],[27.4755609,53.8368504],[27.4750538,53.835583],[27.4733673,53.8358333],[27.4735121,53.8371356],[27.4735827,53.8375245],[27.4727657,53.8377207],[27.4721793,53.8373856],[27.4704366,53.836468],[27.4694993,53.8359896],[27.4687884,53.8356504],[27.4684372,53.8358345],[27.4676326,53.8363645],[27.4682977,53.8367436],[27.4683596,53.8369426],[27.4682786,53.8370357],[27.4670252,53.8377934],[27.4668475,53.8376995],[27.4654468,53.8383732],[27.4650752,53.8379971],[27.4639399,53.8383714],[27.4666908,53.8408422],[27.4667662,53.8416596],[27.4668327,53.8424912],[27.4665945,53.8425763],[27.4646719,53.8427991],[27.4615562,53.8431232],[27.4572825,53.8435638],[27.4562519,53.8436701],[27.4541319,53.8438929],[27.4509819,53.8443588],[27.4479521,53.8449664],[27.4451648,53.8458447],[27.4427851,53.8466374],[27.440929,53.8474503],[27.4381403,53.8488755],[27.4369115,53.8482074],[27.4353376,53.8474849],[27.4350909,53.8476561],[27.4353698,53.8477896],[27.4349664,53.850801],[27.4328545,53.8524854],[27.4320219,53.8531639],[27.4307602,53.8542928],[27.4289578,53.8567077],[27.4278677,53.8585048],[27.4265974,53.8610357],[27.4255074,53.8631515],[27.4227436,53.8686582],[27.4220376,53.8701187],[27.4217699,53.8705938],[27.4186449,53.8761387]],[[27.4660124,53.8389223],[27.4686742,53.8378447],[27.4686847,53.8378512],[27.4687278,53.8379714],[27.4690059,53.8382552],[27.4693305,53.8384147],[27.4696616,53.8385086],[27.4697799,53.8385229],[27.4704881,53.8391496],[27.470767,53.8390097],[27.471041,53.8393423],[27.4712407,53.8394207],[27.4714509,53.8394155],[27.4717625,53.8392706],[27.4721297,53.8394456],[27.4736124,53.8393727],[27.474328,53.8394003],[27.4754892,53.8400668],[27.4762919,53.8405793],[27.4765829,53.8405801],[27.4771075,53.8409085],[27.477462,53.8411807],[27.4746628,53.8414832],[27.4732103,53.8411187],[27.4725574,53.840953],[27.4723582,53.8410161],[27.4697673,53.8403865],[27.4696828,53.8402133],[27.4666842,53.8393647],[27.4663588,53.8392706],[27.4660124,53.8389223]]],""type"":""Polygon""}"
